                 x                 y
    1.00000000E+00    0.00000000E+00
    1.00000000E+00    6.28318531E-02
    9.96052158E-01    1.25663706E-01
    9.88179738E-01    1.88248971E-01
    9.76421268E-01    2.50343964E-01
    9.60830444E-01    3.11708892E-01
    9.41475953E-01    3.72108855E-01
    9.18441207E-01    4.31314884E-01
    8.91823980E-01    4.89104974E-01
    8.61735955E-01    5.45265119E-01
    8.28302152E-01    5.99590333E-01
    7.91660271E-01    6.51885628E-01
    7.51959915E-01    7.01966956E-01
    7.09361729E-01    7.49662091E-01
    6.64036434E-01    7.94811423E-01
    6.16163788E-01    8.37268681E-01
    5.65931461E-01    8.76901540E-01
    5.13533862E-01    9.13592134E-01
    4.59170905E-01    9.47237433E-01
    4.03046753E-01    9.77749505E-01
    3.45368542E-01    1.00505565E+00
    2.86345105E-01    1.02909841E+00
    2.26185714E-01    1.04983541E+00
    1.65098857E-01    1.06723917E+00
    1.03291056E-01    1.08129665E+00
    4.09657594E-02    1.09200886E+00
   -2.16777088E-02    1.09939023E+00
   -8.44451015E-02    1.10346797E+00
   -1.47148118E-01    1.10428129E+00
   -2.09605171E-01    1.10188068E+00
   -2.71642058E-01    1.09632699E+00
   -3.33092522E-01    1.08769057E+00
   -3.93798716E-01    1.07605038E+00
   -4.53611565E-01    1.06149308E+00
   -5.12391030E-01    1.04411210E+00
   -5.70006280E-01    1.02400679E+00
   -6.26335779E-01    1.00128150E+00
   -6.81267294E-01    9.76044785E-01
   -7.34697830E-01    9.48408582E-01
   -7.86533503E-01    9.18487462E-01
   -8.36689354E-01    8.86397916E-01
   -8.85089121E-01    8.52257695E-01
   -9.31664958E-01    8.16185209E-01
   -9.76357139E-01    7.78298960E-01
   -1.01911372E+00    7.38717047E-01
   -1.05989017E+00    6.97556712E-01
   -1.09864906E+00    6.54933936E-01
   -1.13535961E+00    6.10963084E-01
   -1.16999735E+00    5.65756603E-01
   -1.20254377E+00    5.19424748E-01
   -1.23298588E+00    4.72075366E-01
   -1.26131588E+00    4.23813700E-01
   -1.28753078E+00    3.74742242E-01
   -1.31163207E+00    3.24960608E-01
   -1.33362536E+00    2.74565449E-01
   -1.35352007E+00    2.23650377E-01
   -1.37132910E+00    1.72305925E-01
   -1.38706857E+00    1.20619522E-01
   -1.40075749E+00    6.86754874E-02
   -1.41241755E+00    1.65550389E-02
   -1.42207283E+00   -3.56636826E-02
   -1.42974960E+00   -8.79055788E-02
   -1.43547607E+00   -1.40098549E-01
   -1.43928220E+00   -1.92173435E-01
   -1.44119953E+00   -2.44063964E-01
   -1.44126097E+00   -2.95706681E-01
   -1.43950068E+00   -3.47040875E-01
   -1.43595387E+00   -3.98008512E-01
   -1.43065671E+00   -4.48554153E-01
   -1.42364617E+00   -4.98624875E-01
   -1.41495992E+00   -5.48170197E-01
   -1.40463622E+00   -5.97141996E-01
   -1.39271381E+00   -6.45494428E-01
   -1.37923186E+00   -6.93183849E-01
   -1.36422984E+00   -7.40168736E-01
   -1.34774748E+00   -7.86409612E-01
   -1.32982470E+00   -8.31868967E-01
   -1.31050154E+00   -8.76511188E-01
   -1.28981811E+00   -9.20302482E-01
   -1.26781455E+00   -9.63210810E-01
   -1.24453097E+00   -1.00520582E+00
   -1.22000744E+00   -1.04625878E+00
   -1.19428394E+00   -1.08634250E+00
   -1.16740030E+00   -1.12543130E+00
   -1.13939625E+00   -1.16350094E+00
   -1.11031132E+00   -1.20052855E+00
   -1.08018486E+00   -1.23649258E+00
   -1.04905601E+00   -1.27137276E+00
   -1.01696369E+00   -1.30515005E+00
   -9.83946611E-01   -1.33780658E+00
   -9.50043212E-01   -1.36932562E+00
   -9.15291696E-01   -1.39969152E+00
   -8.79730008E-01   -1.42888969E+00
   -8.43395833E-01   -1.45690653E+00
   -8.06326591E-01   -1.48372944E+00
   -7.68559435E-01   -1.50934675E+00
   -7.30131250E-01   -1.53374768E+00
   -6.91078655E-01   -1.55692234E+00
   -6.51438001E-01   -1.57886169E+00
   -6.11245376E-01   -1.59955750E+00
   -5.70536602E-01   -1.61900233E+00
   -5.29347244E-01   -1.63718952E+00
   -4.87712610E-01   -1.65411316E+00
   -4.45667757E-01   -1.66976804E+00
   -4.03247491E-01   -1.68414967E+00
