                 x                 y
0.00000000E+00    0.00000000E+00
1.18532295E-08    3.72380223E-12
2.37064543E-08    1.48952075E-11
3.55596697E-08    3.35142113E-11
4.74128711E-08    5.95808064E-11
5.92660538E-08    9.30949824E-11
7.11192131E-08    1.34056726E-10
8.29723444E-08    1.82466021E-10
9.48254428E-08    2.38322849E-10
1.06678504E-07    3.01627187E-10
1.18531523E-07    3.72379011E-10
1.30384495E-07    4.50578292E-10
1.42237416E-07    5.36224999E-10
1.54090280E-07    6.29319100E-10
1.65943084E-07    7.29860556E-10
1.77795822E-07    8.37849329E-10
1.89648490E-07    9.53285375E-10
2.01501083E-07    1.07616865E-09
2.13353596E-07    1.20649910E-09
2.25206026E-07    1.34427669E-09
2.37058366E-07    1.48950134E-09
2.48910613E-07    1.64217301E-09
2.60762761E-07    1.80229164E-09
2.72614807E-07    1.96985717E-09
2.84466745E-07    2.14486951E-09
2.96318571E-07    2.32732862E-09
3.08170279E-07    2.51723441E-09
3.20021866E-07    2.71458681E-09
3.31873327E-07    2.91938575E-09
3.43724657E-07    3.13163114E-09
3.55575851E-07    3.35132289E-09
3.67426904E-07    3.57846093E-09
3.79277813E-07    3.81304516E-09
3.91128572E-07    4.05507549E-09
4.02979176E-07    4.30455182E-09
4.14829622E-07    4.56147406E-09
4.26679903E-07    4.82584210E-09
4.38530016E-07    5.09765584E-09
4.50379956E-07    5.37691517E-09
4.62229718E-07    5.66361998E-09
4.74079298E-07    5.95777016E-09
4.85928691E-07    6.25936560E-09
4.97777891E-07    6.56840617E-09
5.09626896E-07    6.88489175E-09
5.21475699E-07    7.20882221E-09
5.33324296E-07    7.54019744E-09
5.45172682E-07    7.87901729E-09
5.57020854E-07    8.22528164E-09
5.68868805E-07    8.57899034E-09
5.80716532E-07    8.94014326E-09
5.92564030E-07    9.30874026E-09
6.04411293E-07    9.68478119E-09
6.16258319E-07    1.00682659E-08
6.28105100E-07    1.04591942E-08
6.39951634E-07    1.08575660E-08
6.51797915E-07    1.12633812E-08
6.63643939E-07    1.16766395E-08
6.75489701E-07    1.20973407E-08
6.87335196E-07    1.25254849E-08
6.99180420E-07    1.29610716E-08
7.11025368E-07    1.34041009E-08
7.22870035E-07    1.38545725E-08
7.34714417E-07    1.43124862E-08
7.46558509E-07    1.47778418E-08
7.58402306E-07    1.52506393E-08
7.70245803E-07    1.57308783E-08
7.82088997E-07    1.62185587E-08
7.93931881E-07    1.67136803E-08
8.05774453E-07    1.72162429E-08
8.17616706E-07    1.77262464E-08
8.29458636E-07    1.82436904E-08
8.41300239E-07    1.87685748E-08
8.53141510E-07    1.93008995E-08
8.64982444E-07    1.98406641E-08
8.76823037E-07    2.03878685E-08
8.88663283E-07    2.09425124E-08
9.00503179E-07    2.15045957E-08
9.12342719E-07    2.20741181E-08
9.24181899E-07    2.26510794E-08
9.36020714E-07    2.32354793E-08
9.47859159E-07    2.38273177E-08
9.59697231E-07    2.44265943E-08
9.71534923E-07    2.50333088E-08
9.83372232E-07    2.56474611E-08
9.95209153E-07    2.62690508E-08
1.00704568E-06    2.68980778E-08
1.01888181E-06    2.75345417E-08
1.03071754E-06    2.81784424E-08
1.04255286E-06    2.88297796E-08
1.05438777E-06    2.94885530E-08
1.06622226E-06    3.01547624E-08
1.07805634E-06    3.08284074E-08
1.08988998E-06    3.15094879E-08
1.10172320E-06    3.21980036E-08
1.11355598E-06    3.28939541E-08
1.12538832E-06    3.35973393E-08
1.13722022E-06    3.43081588E-08
1.14905167E-06    3.50264124E-08
1.16088266E-06    3.57520998E-08
1.17271320E-06    3.64852206E-08
1.18454327E-06    3.72257746E-08
1.19637288E-06    3.79737616E-08
1.20820201E-06    3.87291812E-08
1.22003067E-06    3.94920330E-08
1.23185885E-06    4.02623169E-08
1.24368653E-06    4.10400325E-08
1.25551373E-06    4.18251796E-08
1.26734043E-06    4.26177577E-08
1.27916664E-06    4.34177665E-08
1.29099233E-06    4.42252059E-08
1.30281752E-06    4.50400754E-08
1.31464219E-06    4.58623747E-08
1.32646635E-06    4.66921035E-08
1.33828998E-06    4.75292615E-08
1.35011308E-06    4.83738483E-08
1.36193565E-06    4.92258636E-08
1.37375768E-06    5.00853071E-08
1.38557917E-06    5.09521785E-08
1.39740011E-06    5.18264773E-08
1.40922050E-06    5.27082033E-08
1.42104034E-06    5.35973560E-08
1.43285961E-06    5.44939353E-08
1.44467832E-06    5.53979406E-08
1.45649645E-06    5.63093716E-08
1.46831402E-06    5.72282280E-08
1.48013100E-06    5.81545094E-08
1.49194740E-06    5.90882155E-08
1.50376320E-06    6.00293459E-08
1.51557842E-06    6.09779001E-08
1.52739304E-06    6.19338779E-08
1.53920705E-06    6.28972789E-08
1.55102046E-06    6.38681026E-08
1.56283325E-06    6.48463487E-08
1.57464543E-06    6.58320168E-08
1.58645698E-06    6.68251065E-08
1.59826791E-06    6.78256175E-08
1.61007821E-06    6.88335493E-08
1.62188787E-06    6.98489015E-08
1.63369690E-06    7.08716737E-08
1.64550527E-06    7.19018656E-08
1.65731300E-06    7.29394767E-08
1.66912007E-06    7.39845066E-08
1.68092649E-06    7.50369549E-08
1.69273224E-06    7.60968212E-08
1.70453732E-06    7.71641050E-08
1.71634173E-06    7.82388060E-08
1.72814546E-06    7.93209237E-08
1.73994851E-06    8.04104577E-08
1.75175088E-06    8.15074075E-08
1.76355255E-06    8.26117728E-08
1.77535352E-06    8.37235531E-08
1.78715380E-06    8.48427479E-08
1.79895337E-06    8.59693568E-08
1.81075222E-06    8.71033794E-08
1.82255037E-06    8.82448152E-08
1.83434779E-06    8.93936638E-08
1.84614449E-06    9.05499247E-08
1.85794046E-06    9.17135975E-08
1.86973570E-06    9.28846816E-08
1.88153020E-06    9.40631767E-08
1.89332396E-06    9.52490823E-08
1.90511697E-06    9.64423978E-08
1.91690922E-06    9.76431229E-08
1.92870072E-06    9.88512571E-08
1.94049146E-06    1.00066800E-07
1.95228144E-06    1.01289751E-07
1.96407064E-06    1.02520109E-07
1.97585907E-06    1.03757875E-07
1.98764671E-06    1.05003047E-07
1.99943358E-06    1.06255625E-07
2.01121965E-06    1.07515609E-07
2.02300493E-06    1.08782999E-07
2.03478941E-06    1.10057792E-07
2.04657308E-06    1.11339990E-07
2.05835595E-06    1.12629592E-07
2.07013801E-06    1.13926597E-07
2.08191925E-06    1.15231004E-07
2.09369967E-06    1.16542814E-07
2.10547926E-06    1.17862025E-07
2.11725802E-06    1.19188637E-07
2.12903594E-06    1.20522650E-07
2.14081302E-06    1.21864063E-07
2.15258926E-06    1.23212875E-07
2.16436465E-06    1.24569086E-07
2.17613918E-06    1.25932696E-07
2.18791286E-06    1.27303704E-07
2.19968567E-06    1.28682108E-07
2.21145761E-06    1.30067910E-07
2.22322868E-06    1.31461108E-07
2.23499887E-06    1.32861702E-07
2.24676818E-06    1.34269691E-07
2.25853660E-06    1.35685074E-07
2.27030413E-06    1.37107852E-07
2.28207077E-06    1.38538023E-07
2.29383650E-06    1.39975586E-07
2.30560133E-06    1.41420543E-07
2.31736525E-06    1.42872891E-07
2.32912825E-06    1.44332630E-07
2.34089033E-06    1.45799760E-07
2.35265149E-06    1.47274280E-07
2.36441172E-06    1.48756189E-07
2.37617102E-06    1.50245487E-07
2.38792938E-06    1.51742174E-07
2.39968679E-06    1.53246248E-07
2.41144326E-06    1.54757709E-07
2.42319878E-06    1.56276557E-07
2.43495334E-06    1.57802791E-07
2.44670694E-06    1.59336410E-07
2.45845957E-06    1.60877413E-07
2.47021124E-06    1.62425801E-07
2.48196192E-06    1.63981573E-07
2.49371163E-06    1.65544727E-07
2.50546035E-06    1.67115263E-07
2.51720809E-06    1.68693181E-07
2.52895483E-06    1.70278480E-07
2.54070057E-06    1.71871160E-07
2.55244531E-06    1.73471219E-07
2.56418904E-06    1.75078657E-07
2.57593176E-06    1.76693474E-07
