                 x                 y
    0.00000000E+00    0.00000000E+00
    5.92661533E-13    0.00000000E+00
    2.37064590E-12    7.44760447E-16
    5.33395239E-12    2.97904149E-15
    9.48257984E-12    7.44760271E-15
    1.48165266E-11    1.48952028E-14
    2.13357906E-11    2.60665992E-14
    2.90403692E-11    4.17065480E-14
    3.79302595E-11    6.25598035E-14
    4.80054578E-11    8.93711178E-14
    5.92659603E-11    1.22885241E-13
    7.17117624E-11    1.63846920E-13
    8.53428592E-11    2.13000899E-13
    1.00159245E-10    2.71091920E-13
    1.16160915E-10    3.38864719E-13
    1.33347862E-10    4.17064031E-13
    1.51720080E-10    5.06434585E-13
    1.71277560E-10    6.07721106E-13
    1.92020296E-10    7.21668315E-13
    2.13948279E-10    8.49020927E-13
    2.37061501E-10    9.90523652E-13
    2.61359953E-10    1.14692120E-12
    2.86843624E-10    1.31895825E-12
    3.13512505E-10    1.50737952E-12
    3.41366585E-10    1.71292969E-12
    3.70405854E-10    1.93635343E-12
    4.00630299E-10    2.17839541E-12
    4.32039910E-10    2.43980031E-12
    4.64634673E-10    2.72131277E-12
    4.98414575E-10    3.02367746E-12
    5.33379604E-10    3.34763900E-12
    5.69529745E-10    3.69394204E-12
    6.06864985E-10    4.06333119E-12
    6.45385308E-10    4.45655107E-12
    6.85090699E-10    4.87434629E-12
    7.25981143E-10    5.31746143E-12
    7.68056624E-10    5.78664110E-12
    8.11317124E-10    6.28262985E-12
    8.55762627E-10    6.80617226E-12
    9.01393115E-10    7.35801289E-12
    9.48208571E-10    7.93889626E-12
    9.96208975E-10    8.54956692E-12
    1.04539431E-09    9.19076938E-12
    1.09576455E-09    9.86324815E-12
    1.14731969E-09    1.05677477E-11
    1.20005969E-09    1.13050126E-11
    1.25398455E-09    1.20757872E-11
    1.30909423E-09    1.28808161E-11
    1.36538872E-09    1.37208435E-11
    1.42286799E-09    1.45966141E-11
    1.48153202E-09    1.55088722E-11
    1.54138080E-09    1.64583622E-11
    1.60241428E-09    1.74458284E-11
    1.66463246E-09    1.84720154E-11
    1.72803530E-09    1.95376673E-11
    1.79262279E-09    2.06435286E-11
    1.85839489E-09    2.17903435E-11
    1.92535157E-09    2.29788565E-11
    1.99349283E-09    2.42098117E-11
    2.06281861E-09    2.54839534E-11
    2.13332891E-09    2.68020260E-11
    2.20502369E-09    2.81647736E-11
    2.27790292E-09    2.95729405E-11
    2.35196657E-09    3.10272708E-11
    2.42721462E-09    3.25285089E-11
    2.50364703E-09    3.40773987E-11
    2.58126378E-09    3.56746845E-11
    2.66006483E-09    3.73211104E-11
    2.74005016E-09    3.90174206E-11
    2.82121972E-09    4.07643590E-11
    2.90357350E-09    4.25626698E-11
    2.98711145E-09    4.44130971E-11
    3.07183355E-09    4.63163848E-11
    3.15773975E-09    4.82732770E-11
