                 x                 y
0.00000000E+00    0.00000000E+00
1.18532307E-08    0.00000000E+00
2.37064543E-08    7.44760006E-12
3.55596662E-08    2.23427914E-11
4.74128618E-08    4.46855621E-11
5.92660363E-08    7.44758977E-11
7.11191851E-08    1.11713780E-10
8.29723034E-08    1.56399190E-10
9.48253867E-08    2.08532102E-10
1.06678430E-07    2.68112491E-10
1.18531429E-07    3.35140327E-10
1.30384379E-07    4.09615578E-10
1.42237275E-07    4.91538208E-10
1.54090113E-07    5.80908180E-10
1.65942887E-07    6.77725452E-10
1.77795594E-07    7.81989980E-10
1.89648228E-07    8.93701717E-10
2.01500785E-07    1.01286061E-09
2.13353259E-07    1.13946661E-09
2.25205648E-07    1.27351967E-09
2.37057945E-07    1.41501971E-09
2.48910146E-07    1.56396668E-09
2.60762247E-07    1.72036052E-09
2.72614242E-07    1.88420116E-09
2.84466127E-07    2.05548852E-09
2.96317898E-07    2.23422254E-09
3.08169549E-07    2.42040313E-09
3.20021077E-07    2.61403022E-09
3.31872476E-07    2.81510373E-09
3.43723741E-07    3.02362356E-09
3.55574868E-07    3.23958964E-09
3.67425853E-07    3.46300187E-09
3.79276690E-07    3.69386015E-09
3.91127375E-07    3.93216440E-09
4.02977903E-07    4.17791450E-09
4.14828270E-07    4.43111036E-09
4.26678471E-07    4.69175187E-09
4.38528501E-07    4.95983892E-09
4.50378356E-07    5.23537140E-09
4.62228030E-07    5.51834920E-09
4.74077520E-07    5.80877220E-09
4.85926820E-07    6.10664027E-09
4.97775926E-07    6.41195330E-09
5.09624833E-07    6.72471116E-09
5.21473537E-07    7.04491371E-09
5.33322032E-07    7.37256083E-09
5.45170315E-07    7.70765238E-09
5.57018379E-07    8.05018822E-09
5.68866222E-07    8.40016821E-09
5.80713838E-07    8.75759221E-09
5.92561222E-07    9.12246008E-09
6.04408370E-07    9.49477165E-09
6.16255277E-07    9.87452678E-09
6.28101938E-07    1.02617253E-08
6.39948349E-07    1.06563671E-08
6.51794505E-07    1.10584519E-08
6.63640401E-07    1.14679797E-08
6.75486033E-07    1.18849502E-08
6.87331396E-07    1.23093633E-08
6.99176486E-07    1.27412188E-08
7.11021297E-07    1.31805166E-08
7.22865825E-07    1.36272563E-08
7.34710065E-07    1.40814380E-08
7.46554013E-07    1.45430613E-08
7.58397663E-07    1.50121261E-08
7.70241012E-07    1.54886323E-08
7.82084055E-07    1.59725795E-08
7.93926786E-07    1.64639677E-08
8.05769202E-07    1.69627965E-08
