                 x                 y
0.00000000E+00    6.28318531E+00
-3.94784176E-02    6.28318531E+00
-7.89544975E-02    6.28293727E+00
-1.18426681E-01    6.28244123E+00
-1.57893411E-01    6.28169722E+00
-1.97353129E-01    6.28070529E+00
-2.36804278E-01    6.27946551E+00
-2.76245299E-01    6.27797793E+00
-3.15674635E-01    6.27624264E+00
-3.55090731E-01    6.27425973E+00
-3.94492029E-01    6.27202929E+00
-4.33876974E-01    6.26955143E+00
-4.73244011E-01    6.26682627E+00
-5.12591585E-01    6.26385394E+00
-5.51918142E-01    6.26063457E+00
-5.91222130E-01    6.25716832E+00
-6.30501996E-01    6.25345533E+00
-6.69756190E-01    6.24949577E+00
-7.08983160E-01    6.24528983E+00
-7.48181357E-01    6.24083768E+00
-7.87349234E-01    6.23613953E+00
-8.26485242E-01    6.23119557E+00
-8.65587837E-01    6.22600603E+00
-9.04655474E-01    6.22057113E+00
-9.43686610E-01    6.21489111E+00
-9.82679703E-01    6.20896620E+00
-1.02163321E+00    6.20279667E+00
-1.06054560E+00    6.19638278E+00
-1.09941533E+00    6.18972481E+00
-1.13824086E+00    6.18282303E+00
-1.17702066E+00    6.17567774E+00
-1.21575320E+00    6.16828925E+00
-1.25443696E+00    6.16065787E+00
-1.29307039E+00    6.15278392E+00
-1.33165197E+00    6.14466773E+00
-1.37018019E+00    6.13630965E+00
-1.40865352E+00    6.12771003E+00
-1.44707043E+00    6.11886923E+00
-1.48542941E+00    6.10978762E+00
-1.52372895E+00    6.10046559E+00
-1.56196753E+00    6.09090352E+00
-1.60014364E+00    6.08110181E+00
-1.63825577E+00    6.07106088E+00
-1.67630242E+00    6.06078115E+00
-1.71428209E+00    6.05026304E+00
-1.75219327E+00    6.03950699E+00
-1.79003446E+00    6.02851346E+00
-1.82780418E+00    6.01728289E+00
-1.86550092E+00    6.00581576E+00
-1.90312321E+00    5.99411255E+00
-1.94066955E+00    5.98217374E+00
-1.97813846E+00    5.96999982E+00
-2.01552846E+00    5.95759131E+00
-2.05283808E+00    5.94494872E+00
-2.09006583E+00    5.93207257E+00
-2.12721026E+00    5.91896340E+00
-2.16426990E+00    5.90562174E+00
-2.20124327E+00    5.89204817E+00
-2.23812892E+00    5.87824323E+00
-2.27492540E+00    5.86420749E+00
-2.31163125E+00    5.84994155E+00
-2.34824503E+00    5.83544598E+00
-2.38476528E+00    5.82072139E+00
-2.42119057E+00    5.80576839E+00
-2.45751946E+00    5.79058760E+00
-2.49375051E+00    5.77517964E+00
-2.52988229E+00    5.75954515E+00
-2.56591339E+00    5.74368477E+00
-2.60184238E+00    5.72759916E+00
-2.63766783E+00    5.71128899E+00
-2.67338835E+00    5.69475493E+00
-2.70900251E+00    5.67799765E+00
-2.74450892E+00    5.66101786E+00
-2.77990617E+00    5.64381625E+00
-2.81519287E+00    5.62639353E+00
-2.85036764E+00    5.60875041E+00
-2.88542907E+00    5.59088764E+00
-2.92037579E+00    5.57280594E+00
-2.95520643E+00    5.55450605E+00
-2.98991961E+00    5.53598874E+00
-3.02451396E+00    5.51725476E+00
-3.05898812E+00    5.49830489E+00
-3.09334074E+00    5.47913990E+00
-3.12757046E+00    5.45976060E+00
-3.16167594E+00    5.44016776E+00
-3.19565583E+00    5.42036221E+00
-3.22950879E+00    5.40034475E+00
-3.26323350E+00    5.38011621E+00
-3.29682863E+00    5.35967742E+00
-3.33029285E+00    5.33902923E+00
-3.36362485E+00    5.31817248E+00
-3.39682333E+00    5.29710803E+00
-3.42988697E+00    5.27583675E+00
-3.46281448E+00    5.25435951E+00
-3.49560457E+00    5.23267719E+00
-3.52825594E+00    5.21079069E+00
-3.56076732E+00    5.18870091E+00
-3.59313743E+00    5.16640876E+00
-3.62536500E+00    5.14391514E+00
-3.65744877E+00    5.12122099E+00
-3.68938748E+00    5.09832725E+00
