                 x                 y
    1.00000000E+00    0.00000000E+00
    9.99980261E-01    6.28318531E-03
    9.99921044E-01    1.25661226E-02
    9.99822352E-01    1.88485637E-02
    9.99684188E-01    2.51302608E-02
    9.99506559E-01    3.14109657E-02
    9.99289470E-01    3.76904306E-02
    9.99032932E-01    4.39684076E-02
    9.98736952E-01    5.02446487E-02
    9.98401545E-01    5.65189063E-02
    9.98026722E-01    6.27909325E-02
    9.97612499E-01    6.90604799E-02
    9.97158891E-01    7.53273009E-02
    9.96665917E-01    8.15911481E-02
    9.96133596E-01    8.78517742E-02
    9.95561950E-01    9.41089321E-02
    9.94951000E-01    1.00362375E-01
    9.94300772E-01    1.06611855E-01
    9.93611290E-01    1.12857127E-01
    9.92882581E-01    1.19097943E-01
    9.92114676E-01    1.25334057E-01
    9.91307603E-01    1.31565224E-01
    9.90461395E-01    1.37791196E-01
    9.89576085E-01    1.44011728E-01
    9.88651708E-01    1.50226576E-01
    9.87688301E-01    1.56435492E-01
    9.86685901E-01    1.62638233E-01
    9.85644549E-01    1.68834553E-01
    9.84564285E-01    1.75024208E-01
    9.83445152E-01    1.81206953E-01
    9.82287194E-01    1.87382544E-01
    9.81090457E-01    1.93550738E-01
    9.79854988E-01    1.99711290E-01
    9.78580836E-01    2.05863959E-01
    9.77268051E-01    2.12008500E-01
    9.75916685E-01    2.18144671E-01
    9.74526792E-01    2.24272231E-01
    9.73098426E-01    2.30390936E-01
    9.71631643E-01    2.36500546E-01
    9.70126502E-01    2.42600819E-01
    9.68583062E-01    2.48691515E-01
    9.67001384E-01    2.54772393E-01
    9.65381530E-01    2.60843213E-01
    9.63723565E-01    2.66903736E-01
    9.62027553E-01    2.72953721E-01
    9.60293562E-01    2.78992930E-01
    9.58521660E-01    2.85021126E-01
    9.56711918E-01    2.91038069E-01
    9.54864405E-01    2.97043522E-01
    9.52979197E-01    3.03037249E-01
    9.51056366E-01    3.09019012E-01
    9.49095989E-01    3.14988576E-01
    9.47098143E-01    3.20945705E-01
    9.45062908E-01    3.26890163E-01
    9.42990363E-01    3.32821716E-01
    9.40880590E-01    3.38740129E-01
    9.38733673E-01    3.44645170E-01
    9.36549696E-01    3.50536605E-01
    9.34328746E-01    3.56414201E-01
    9.32070910E-01    3.62277727E-01
    9.29776277E-01    3.68126950E-01
    9.27444938E-01    3.73961640E-01
    9.25076985E-01    3.79781567E-01
    9.22672512E-01    3.85586501E-01
    9.20231613E-01    3.91376212E-01
    9.17754385E-01    3.97150473E-01
    9.15240926E-01    4.02909055E-01
    9.12691334E-01    4.08651730E-01
    9.10105711E-01    4.14378273E-01
    9.07484158E-01    4.20088457E-01
    9.04826780E-01    4.25782056E-01
    9.02133680E-01    4.31458846E-01
    8.99404965E-01    4.37118603E-01
    8.96640744E-01    4.42761103E-01
    8.93841125E-01    4.48386124E-01
    8.91006218E-01    4.53993443E-01
    8.88136136E-01    4.59582839E-01
    8.85230992E-01    4.65154092E-01
    8.82290900E-01    4.70706981E-01
    8.79315978E-01    4.76241288E-01
    8.76306341E-01    4.81756793E-01
    8.73262109E-01    4.87253279E-01
    8.70183402E-01    4.92730529E-01
    8.67070342E-01    4.98188328E-01
    8.63923051E-01    5.03626458E-01
    8.60741654E-01    5.09044707E-01
    8.57526277E-01    5.14442859E-01
    8.54277046E-01    5.19820701E-01
    8.50994089E-01    5.25178022E-01
    8.47677537E-01    5.30514610E-01
    8.44327520E-01    5.35830254E-01
    8.40944170E-01    5.41124745E-01
    8.37527622E-01    5.46397873E-01
    8.34078009E-01    5.51649430E-01
    8.30595468E-01    5.56879209E-01
    8.27080137E-01    5.62087003E-01
    8.23532154E-01    5.67272607E-01
    8.19951659E-01    5.72435816E-01
    8.16338795E-01    5.77576426E-01
    8.12693702E-01    5.82694234E-01
    8.09016526E-01    5.87789039E-01
    8.05307411E-01    5.92860639E-01
    8.01566505E-01    5.97908834E-01
    7.97793953E-01    6.02933424E-01
    7.93989907E-01    6.07934212E-01
    7.90154515E-01    6.12910999E-01
    7.86287929E-01    6.17863590E-01
    7.82390302E-01    6.22791789E-01
    7.78461787E-01    6.27695401E-01
    7.74502540E-01    6.32574232E-01
    7.70512718E-01    6.37428091E-01
    7.66492476E-01    6.42256785E-01
    7.62441976E-01    6.47060124E-01
    7.58361375E-01    6.51837919E-01
    7.54250835E-01    6.56589979E-01
    7.50110519E-01    6.61316119E-01
    7.45940590E-01    6.66016152E-01
    7.41741213E-01    6.70689891E-01
    7.37512553E-01    6.75337152E-01
    7.33254778E-01    6.79957753E-01
    7.28968055E-01    6.84551510E-01
    7.24652553E-01    6.89118242E-01
    7.20308444E-01    6.93657769E-01
    7.15935898E-01    6.98169911E-01
    7.11535089E-01    7.02654492E-01
    7.07106189E-01    7.07111332E-01
    7.02649374E-01    7.11540257E-01
    6.98164820E-01    7.15941092E-01
    6.93652704E-01    7.20313663E-01
    6.89113203E-01    7.24657797E-01
    6.84546498E-01    7.28973323E-01
    6.79952768E-01    7.33260071E-01
    6.75332194E-01    7.37517871E-01
    6.70684960E-01    7.41746555E-01
    6.66011249E-01    7.45945956E-01
    6.61311245E-01    7.50115909E-01
    6.56585133E-01    7.54256248E-01
    6.51833101E-01    7.58366811E-01
    6.47055335E-01    7.62447435E-01
    6.42252025E-01    7.66497959E-01
    6.37423361E-01    7.70518223E-01
    6.32569532E-01    7.74508068E-01
    6.27690730E-01    7.78467338E-01
    6.22787149E-01    7.82395875E-01
    6.17858980E-01    7.86293524E-01
    6.12906421E-01    7.90160132E-01
    6.07929664E-01    7.93995546E-01
    6.02928908E-01    7.97799615E-01
    5.97904350E-01    8.01572188E-01
    5.92856187E-01    8.05313116E-01
    5.87784620E-01    8.09022253E-01
    5.82689848E-01    8.12699451E-01
    5.77572072E-01    8.16344564E-01
    5.72431496E-01    8.19957451E-01
    5.67268321E-01    8.23537967E-01
    5.62082751E-01    8.27085971E-01
    5.56874991E-01    8.30601323E-01
    5.51645247E-01    8.34083885E-01
    5.46393725E-01    8.37533519E-01
    5.41120633E-01    8.40950089E-01
    5.35826178E-01    8.44333460E-01
    5.30510570E-01    8.47683498E-01
    5.25174019E-01    8.51000071E-01
    5.19816735E-01    8.54283049E-01
    5.14438929E-01    8.57532301E-01
    5.09040815E-01    8.60747699E-01
    5.03622605E-01    8.63929117E-01
    4.98184512E-01    8.67076429E-01
    4.92726753E-01    8.70189510E-01
    4.87249542E-01    8.73268238E-01
    4.81753095E-01    8.76312491E-01
    4.76237629E-01    8.79322149E-01
    4.70703363E-01    8.82297093E-01
    4.65150514E-01    8.85237206E-01
    4.59579302E-01    8.88142372E-01
    4.53989947E-01    8.91012475E-01
    4.48382670E-01    8.93847404E-01
    4.42757691E-01    8.96647044E-01
    4.37115233E-01    8.99411288E-01
    4.31455519E-01    9.02140024E-01
    4.25778772E-01    9.04833145E-01
    4.20085216E-01    9.07490546E-01
    4.14375076E-01    9.10112121E-01
    4.08648577E-01    9.12697766E-01
    4.02905946E-01    9.15247381E-01
    3.97147409E-01    9.17760863E-01
    3.91373194E-01    9.20238114E-01
    3.85583528E-01    9.22679035E-01
    3.79778640E-01    9.25083532E-01
    3.73958759E-01    9.27451508E-01
    3.68124115E-01    9.29782870E-01
    3.62274939E-01    9.32077526E-01
    3.56411461E-01    9.34335386E-01
    3.50533912E-01    9.36556360E-01
    3.44642526E-01    9.38740361E-01
    3.38737533E-01    9.40887303E-01
    3.32819168E-01    9.42997101E-01
    3.26887664E-01    9.45069671E-01
    3.20943256E-01    9.47104931E-01
    3.14986177E-01    9.49102802E-01
    3.09016663E-01    9.51063205E-01
    3.03034950E-01    9.52986061E-01
    2.97041274E-01    9.54871296E-01
    2.91035872E-01    9.56718835E-01
    2.85018980E-01    9.58528604E-01
    2.78990836E-01    9.60300533E-01
    2.72951679E-01    9.62034551E-01
    2.66901746E-01    9.63730591E-01
    2.60841276E-01    9.65388584E-01
    2.54770509E-01    9.67008466E-01
    2.48689685E-01    9.68590173E-01
    2.42599042E-01    9.70133641E-01
    2.36498823E-01    9.71638811E-01
    2.30389267E-01    9.73105624E-01
    2.24270616E-01    9.74534020E-01
    2.18143112E-01    9.75923943E-01
    2.12006995E-01    9.77275339E-01
    2.05862509E-01    9.78588155E-01
    1.99709897E-01    9.79862338E-01
    1.93549400E-01    9.81097839E-01
    1.87381263E-01    9.82294608E-01
    1.81205728E-01    9.83452598E-01
    1.75023040E-01    9.84571764E-01
    1.68833442E-01    9.85652062E-01
    1.62637179E-01    9.86693448E-01
    1.56434496E-01    9.87695881E-01
    1.50225637E-01    9.88659323E-01
    1.44010848E-01    9.89583734E-01
    1.37790373E-01    9.90469080E-01
    1.31564459E-01    9.91315324E-01
    1.25333352E-01    9.92122433E-01
    1.19097296E-01    9.92890375E-01
    1.12856539E-01    9.93619120E-01
    1.06611327E-01    9.94308640E-01
    1.00361906E-01    9.94958907E-01
    9.41085232E-02    9.95569895E-01
    8.78514252E-02    9.96141580E-01
    8.15908592E-02    9.96673940E-01
    7.53270723E-02    9.97166954E-01
    6.90603117E-02    9.97620602E-01
    6.27908250E-02    9.98034866E-01
    5.65188595E-02    9.98409730E-01
    5.02446628E-02    9.98745180E-01
    4.39684828E-02    9.99041201E-01
    3.76905671E-02    9.99297783E-01
    3.14111636E-02    9.99514915E-01
    2.51305201E-02    9.99692588E-01
    1.88488847E-02    9.99830796E-01
    1.25665053E-02    9.99929533E-01
    6.28362986E-03    9.99988796E-01
    5.06518104E-07    1.00000858E+00
   -6.28261673E-03    9.99988888E-01
   -1.25654918E-02    9.99929719E-01
   -1.88478708E-02    9.99831074E-01
   -2.51295055E-02    9.99692959E-01
   -3.14101481E-02    9.99515378E-01
   -3.76895505E-02    9.99298339E-01
   -4.39674649E-02    9.99041850E-01
   -5.02436435E-02    9.98745922E-01
   -5.65178385E-02    9.98410565E-01
   -6.27898021E-02    9.98035794E-01
   -6.90592869E-02    9.97621623E-01
   -7.53260452E-02    9.97168068E-01
   -8.15898297E-02    9.96675148E-01
   -8.78503931E-02    9.96142881E-01
   -9.41074882E-02    9.95571289E-01
   -1.00360868E-01    9.94960395E-01
   -1.06610286E-01    9.94310222E-01
   -1.12855495E-01    9.93620796E-01
   -1.19096248E-01    9.92892145E-01
   -1.25332300E-01    9.92124296E-01
   -1.31563404E-01    9.91317282E-01
   -1.37789314E-01    9.90471132E-01
   -1.44009784E-01    9.89585882E-01
   -1.50224569E-01    9.88661565E-01
   -1.56433423E-01    9.87698218E-01
   -1.62636102E-01    9.86695880E-01
   -1.68832360E-01    9.85654590E-01
   -1.75021953E-01    9.84574388E-01
   -1.81204636E-01    9.83455318E-01
   -1.87380165E-01    9.82297424E-01
